ID,Age,Gender,Marital_status,Num_comp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_._time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime.week.,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
1900,0,0,0,0,1,1,4,1,0,1,1,1,2,0,1,0,1,3,1,1,1,0,0,1,0,0,NA,0,3,4,4,3,1
1901,1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
1902,1,1,0,3,2,3,3,2,1,1,1,1,0,2,1,1,1,2,1,0,0,0,1,1,1,0,0,0,3,2,1,4,0
1903,1,0,0,0,1,3,1,0,0,0,0,1,1,1,2,0,1,2,0,0,0,0,0,1,0,0,NA,0,4,3,3,4,0
1904,0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,NA,1,3,4,3,2,1
1905,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,NA,0,4,0,3,1,0
1906,2,0,1,1,3,2,1,0,1,0,0,1,1,2,2,0,1,2,0,0,0,0,1,0,0,0,NA,0,2,3,2,4,0
1907,1,0,0,0,1,3,1,0,0,0,0,1,1,1,2,0,1,2,0,0,0,0,0,1,0,0,NA,0,4,3,3,4,0
1908,1,1,0,0,0,1,0,0,1,1,1,1,0,2,1,0,1,4,1,0,0,0,0,1,0,0,1,0,4,1,0,4,0
1909,0,0,0,0,0,1,1,1,0,0,0,1,1,2,2,0,1,2,0,1,0,0,0,0,0,0,NA,0,2,3,1,3,0
1910,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
1911,0,0,1,0,0,0,0,2,0,0,1,0,1,1,1,1,0,2,1,0,1,0,0,1,0,0,NA,1,3,2,2,3,1
1912,0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3,1
1913,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,2,3,4,0
1914,0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0
1915,2,0,1,0,3,4,0,0,1,0,1,1,2,2,2,1,1,2,1,0,0,1,0,1,1,0,NA,0,3,4,3,3,0
1916,0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1,1
1917,2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4,1
1918,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
1919,0,0,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,NA,1,3,2,3,3,1
1920,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
1921,2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,NA,1,0,1,0,3,1
1922,2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,NA,1,0,1,0,3,1
1923,1,0,1,0,1,2,1,0,1,0,1,1,1,2,2,0,1,0,0,0,1,1,1,1,1,0,NA,1,4,2,3,3,0
1924,1,1,1,1,2,2,2,1,1,1,0,1,1,2,1,0,1,2,1,1,0,0,0,1,0,0,1,1,4,3,4,2,0
1925,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
1926,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
1927,2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3,0
1928,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
1929,0,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,NA,1,3,2,3,2,1
1930,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4,4,4,1,0
1931,0,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,1,2,0,0,0,1,1,1,0,0,1,0,3,4,2,2,0
1932,1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,NA,0,3,1,3,3,0
1933,0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0
1934,0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1,1
1935,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,0,NA,0,4,2,3,2,1
1936,2,0,0,0,1,3,1,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,1,1,0,NA,0,2,2,0,4,1
1937,1,1,0,1,1,1,2,1,0,1,1,1,1,0,0,1,1,2,1,1,1,0,0,1,0,0,1,1,3,2,3,4,1
1938,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,NA,1,0,2,3,4,1
1939,1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2,1
1940,1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
1941,2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4,1
1942,1,1,0,0,2,1,4,1,0,1,1,1,2,1,2,1,1,3,1,1,1,0,0,1,0,1,0,0,3,3,4,2,1
1943,0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3,1
1944,0,1,1,0,1,1,1,1,0,0,0,1,2,1,2,1,1,4,1,1,1,0,0,1,0,1,0,1,4,3,3,3,0
1945,0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1,1
1946,0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,NA,1,3,4,3,2,1
1947,0,1,1,0,1,1,1,1,0,0,0,1,2,1,2,1,1,4,1,1,1,0,0,1,0,1,0,1,4,3,3,3,0
1948,1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,NA,0,3,1,3,3,0
1949,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,1,0,0,NA,1,0,2,2,2,1
1950,2,0,1,1,3,2,1,0,1,0,0,1,1,2,2,0,1,2,0,0,0,0,1,0,0,0,NA,0,2,3,2,4,0
1951,0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1,1
1952,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
1953,0,1,1,0,1,1,3,1,0,1,1,1,2,0,0,0,1,4,1,1,1,0,1,1,0,0,1,1,4,1,2,3,1
1954,1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3,0
1955,3,0,1,1,3,2,2,2,1,1,1,1,2,0,2,0,1,3,0,0,1,1,1,1,1,0,NA,0,4,3,2,3,1
1956,2,0,0,0,1,3,1,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,1,1,0,NA,0,2,2,0,4,1
1957,1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4,0
1958,1,1,1,0,1,1,4,2,0,1,1,1,2,1,2,1,1,3,1,0,0,0,0,1,0,1,1,0,3,3,4,1,1
1959,1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,1,2,1,0,1,0,1,1,1,0,NA,1,3,1,4,3,1
1960,0,0,0,1,0,1,0,0,1,0,1,0,2,1,2,1,1,2,0,0,0,0,0,1,0,0,NA,0,2,3,3,4,0
1961,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,0,1,1,1,1,0,0,1,0,0,0,NA,0,2,2,0,1,0
1962,2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,NA,1,4,2,2,3,1
1963,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,4,2,4,3,1
1964,2,0,0,1,1,4,1,1,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,1,0,0,NA,1,2,2,0,4,0
1965,1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
1966,1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4,0
1967,1,1,0,1,3,4,1,0,0,0,1,1,0,2,1,1,1,3,1,0,1,0,0,1,0,0,1,1,4,3,4,3,0
1968,1,1,1,1,1,2,2,0,0,0,1,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,1,1,3,1,0,3,1
1969,0,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,NA,1,3,2,3,2,1
1970,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,NA,1,2,2,3,3,1
1971,1,1,0,0,2,1,4,1,0,1,1,1,2,1,2,1,1,3,1,1,1,0,0,1,0,1,0,0,3,3,4,2,1
1972,2,0,0,2,2,1,3,0,0,1,0,1,1,1,1,1,1,3,0,1,0,1,1,1,0,0,NA,1,4,4,3,1,1
1973,0,1,1,0,1,0,2,0,0,1,1,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,4,2,1
1974,1,1,0,0,1,2,1,0,0,0,1,1,1,1,1,0,1,2,1,0,0,1,0,1,1,0,1,1,4,4,0,2,1
1975,1,1,1,1,1,2,1,0,1,0,1,1,2,2,2,0,1,2,0,0,0,0,0,1,1,0,1,0,3,4,0,3,0
1976,0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,NA,1,3,4,3,2,1
1977,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,0,NA,0,4,2,3,2,1
1978,0,0,0,0,1,1,1,1,0,1,1,1,0,2,1,0,0,2,1,1,0,0,0,0,0,0,NA,1,1,2,3,2,1
1979,0,0,0,0,0,0,2,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,NA,1,1,2,3,2,1
1980,0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3,1
1981,2,0,0,0,1,2,1,0,1,0,1,1,1,2,1,0,1,2,0,0,0,0,0,1,0,0,NA,1,4,2,3,4,1
1982,0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,NA,1,3,4,3,2,1
1983,2,1,1,2,2,3,2,1,0,1,1,1,0,2,2,0,1,2,0,0,0,0,0,1,0,0,0,1,1,2,3,4,0
1984,0,1,1,0,1,0,2,0,0,1,1,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,4,2,1
1985,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,NA,1,4,1,3,1,0
1986,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
1987,1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,NA,1,4,2,1,4,0
1988,0,1,1,0,1,0,1,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,2,2,0
1989,2,0,0,0,2,2,2,0,1,0,1,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,NA,1,3,4,3,2,1
1990,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,0,NA,0,4,2,3,2,1
1991,0,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,NA,1,3,2,3,2,1
1992,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,4,0
1993,1,1,1,0,1,1,4,2,0,1,1,1,2,1,2,1,1,3,1,0,0,0,0,1,0,1,1,0,3,3,4,1,1
1994,0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,NA,1,3,3,2,3,1
1995,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,NA,1,4,1,3,1,0
1996,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,NA,0,4,0,3,1,0
1997,0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4,1
1998,2,0,0,1,1,4,1,1,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,1,0,0,NA,1,2,2,0,4,0
1999,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,2,3,2,3,1
2000,2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3,0
2001,0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4,1
2002,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
2003,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
2004,0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,NA,1,3,4,3,2,1
2005,2,0,0,0,2,2,2,0,1,0,1,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,NA,1,3,4,3,2,1
2006,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4,4,4,1,0
2007,2,0,1,3,3,3,3,2,0,0,1,1,0,2,1,1,1,2,0,0,0,0,1,1,1,0,NA,1,3,1,1,4,1
2008,1,0,0,2,2,3,1,1,0,0,1,1,2,1,2,1,1,3,1,0,0,0,0,0,0,0,NA,0,0,1,2,1,0
2009,1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,NA,0,3,1,3,3,0
2010,0,0,0,0,1,1,1,2,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,NA,0,3,2,2,4,1
2011,0,1,1,1,1,1,1,2,0,0,1,1,0,1,2,0,1,2,1,0,1,1,0,1,0,0,1,1,3,3,2,3,1
2012,0,0,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,NA,1,1,3,3,2,1
2013,1,0,0,0,2,2,2,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,NA,1,4,4,3,4,0
2014,2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,NA,1,4,2,2,3,1
2015,1,1,0,0,1,2,1,0,0,0,1,1,1,1,1,0,1,2,1,0,0,1,0,1,1,0,1,1,4,4,0,2,1
2016,3,0,0,0,2,2,2,0,1,0,0,1,2,1,1,1,1,2,0,0,1,0,0,1,1,0,NA,0,4,1,0,2,1
2017,0,0,0,0,1,1,1,2,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,NA,0,3,2,2,4,1
2018,0,0,0,0,1,2,2,1,0,0,0,1,2,0,1,0,1,3,0,1,1,0,1,1,0,0,NA,1,4,2,3,3,1
2019,0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1,1
2020,1,1,0,0,0,1,0,0,1,1,1,1,0,2,1,0,1,4,1,0,0,0,0,1,0,0,1,0,4,1,0,4,0
2021,1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,2,0,3,1
2022,2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3,0
2023,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
2024,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,3,2,3,2,0
2025,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,1,0,0,NA,1,0,2,2,2,1
2026,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,3,0,0,1,0,1,1,0,0,NA,0,4,2,3,4,0
2027,1,1,0,1,3,4,1,0,0,0,1,1,0,2,1,1,1,3,1,0,1,0,0,1,0,0,1,1,4,3,4,3,0
2028,0,1,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,2,1,0,0,0,0,1,0,0,1,0,3,4,4,2,1
2029,0,1,1,2,1,1,1,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0
2030,1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,NA,0,3,3,3,2,0
2031,0,0,0,0,0,1,0,1,0,0,1,1,1,0,2,0,1,3,0,0,0,1,0,1,0,0,NA,0,4,3,3,1,0
2032,0,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,1,2,0,0,0,1,1,1,0,0,1,0,3,4,2,2,0
2033,0,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,1,2,0,0,0,1,1,1,0,0,1,0,3,4,2,2,0
2034,1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,NA,0,3,1,3,3,0
2035,1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,NA,0,3,1,3,3,0
2036,2,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,1,1,4,3,1,4,0
2037,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,NA,0,3,1,4,3,0
2038,2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3,0
2039,0,1,1,0,1,0,2,0,0,1,1,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,4,2,1
2040,1,1,0,1,1,1,2,2,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,2,4,3,4,0
2041,1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,2,4,3,4,1
2042,0,0,0,1,0,1,0,0,1,0,1,0,2,1,2,1,1,2,0,0,0,0,0,1,0,0,NA,0,2,3,3,4,0
2043,0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,2,3,2,1
2044,0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,2,3,2,1
2045,0,0,0,0,1,2,2,1,0,0,0,1,2,0,1,0,1,3,0,1,1,0,1,1,0,0,NA,1,4,2,3,3,1
2046,1,1,1,0,1,1,2,0,0,1,1,1,1,1,2,1,0,3,0,0,1,0,1,1,0,0,NA,0,4,2,3,4,0
2047,0,0,0,0,0,1,0,1,0,0,1,1,1,0,2,0,1,3,0,0,0,1,0,1,0,0,NA,0,4,3,3,1,0
2048,1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3,0
2049,0,0,0,0,1,1,4,1,0,1,1,1,2,0,1,0,1,3,1,1,1,0,0,1,0,0,NA,0,3,4,4,3,1
2050,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,4,0
2051,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
2052,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
2053,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,NA,0,4,2,3,1,1
2054,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4,2,3,2,0
2055,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,2,3,4,0
2056,0,0,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,NA,1,1,3,3,2,1
2057,2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,NA,1,0,1,0,3,1
2058,0,1,0,1,3,1,1,0,1,0,1,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,1,0,3,2,3,4,0
2059,2,0,1,1,3,2,1,0,1,0,0,1,1,2,2,0,1,2,0,0,0,0,1,0,0,0,NA,0,2,3,2,4,0
2060,0,1,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,2,1,0,0,0,0,1,0,0,1,0,3,4,4,2,1
2061,0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,NA,1,1,2,4,3,1
2062,1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,2,0,3,1
2063,1,1,0,0,1,2,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,3,0
2064,1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2,1
2065,0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0
2066,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,0,NA,0,4,2,3,2,1
2067,2,0,0,0,1,4,0,0,1,0,0,1,2,1,1,0,1,4,1,0,0,0,0,0,0,0,NA,0,0,2,0,4,0
2068,0,0,0,0,1,1,3,1,0,1,1,1,2,0,0,0,1,4,0,1,0,0,1,1,0,0,NA,1,4,2,3,3,1
2069,0,1,1,0,1,1,3,1,0,1,1,1,2,0,0,0,1,4,1,1,1,0,1,1,0,0,1,1,4,1,2,3,1
2070,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,NA,0,3,1,4,3,0
2071,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,NA,1,4,1,3,1,0
2072,1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2,1
2073,1,1,1,0,1,1,2,0,0,1,1,1,1,1,2,1,0,3,0,0,1,0,1,1,0,0,NA,0,4,2,3,4,0
2074,0,1,0,1,3,1,1,0,1,0,1,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,1,0,3,2,3,4,0
2075,1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,NA,1,4,2,1,4,0
2076,2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,NA,1,4,2,2,3,1
2077,2,0,0,0,2,2,2,0,1,0,1,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,NA,1,3,4,3,2,1
2078,1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
2079,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
2080,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,4,3,3,1
2081,2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,NA,1,4,2,2,3,1
2082,1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,2,0,3,1
2083,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,4,0
2084,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
2085,2,0,1,3,2,2,1,1,0,0,0,1,2,2,2,0,1,2,1,0,0,0,0,1,1,1,NA,1,3,1,3,1,0
2086,0,0,1,0,0,0,0,2,0,0,1,0,1,1,1,1,0,2,1,0,1,0,0,1,0,0,NA,1,3,2,2,3,1
2087,2,0,1,0,3,4,0,0,1,0,1,1,2,2,2,1,1,2,1,0,0,1,0,1,1,0,NA,0,3,4,3,3,0
2088,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,NA,1,2,2,3,3,1
2089,0,1,0,1,0,1,0,0,1,0,0,1,2,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,3,4,1,2,0
2090,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,NA,1,2,2,3,3,1
2091,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,3,2,3,2,0
2092,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,4,2,4,3,1
2093,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2,2,3,3,0
2094,0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,NA,1,3,3,2,3,1
2095,0,0,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,NA,1,1,3,3,2,1
2096,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4,0
