"","Age","Gender","Marital_status","Num_comp_worked","Work_Experience","Last_salary","Salary_hike","Work_hours","Traveling_required","NoticePeriod_buyout","Job_type","Whether_comp_Possess_vehicle","Work_location","Traveltowork_distance_._time","Work_area_living_cost","Public_transport_nearby","Current_employment","Offer_letter_Processtime.week.","Bonus","Allowance","Overtime_pay","Emp_shares_scheme","Performance_incentive","Annual_leave","Medical_Family","Child_day_care","Nursing_room","Parking","Comp_size","Comp_rating","Work_life","Stresslevel"
"407",0,1,1,1,1,1,1,2,0,0,1,1,0,1,2,0,1,2,1,0,1,1,0,1,0,0,1,1,3,3,2,3
"408",1,0,0,0,1,1,2,0,1,1,0,1,2,2,1,1,1,2,0,0,0,0,0,1,0,0,1,0,3,2,3,4
"409",1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,0,1,2,2,3,3
"410",2,0,1,3,3,3,3,2,0,0,1,1,0,2,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,1,1,4
"411",2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,3
"412",1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4
"413",0,0,0,0,0,1,0,1,0,0,1,1,1,0,2,0,1,3,0,0,0,1,0,1,0,0,1,0,4,3,3,1
"414",1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2
"415",2,0,1,3,3,3,3,2,0,0,1,1,0,2,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,1,1,4
"416",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"417",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"418",1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,4,2,3,1
"419",1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3
"420",0,1,1,0,1,0,1,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,2,2
"421",0,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,1,2,0,0,0,1,1,1,0,0,1,0,3,4,2,2
"422",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"423",1,1,0,1,3,4,1,0,0,0,1,1,0,2,1,1,1,3,1,0,1,0,0,1,0,0,1,1,4,3,4,3
"424",2,0,0,1,1,4,1,1,1,0,1,1,2,0,2,0,1,1,1,0,0,0,0,1,0,0,1,1,2,2,0,4
"425",0,0,1,0,0,0,0,2,0,0,1,0,1,1,1,1,0,2,1,0,1,0,0,1,0,0,1,1,3,2,2,3
"426",0,0,0,0,0,1,0,1,0,0,1,1,1,0,2,0,1,3,0,0,0,1,0,1,0,0,1,0,4,3,3,1
"427",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"428",1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2
"429",0,1,1,0,1,0,1,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,2,2
"430",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"431",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1,4,4,4,3
"432",0,0,0,0,1,1,4,1,0,1,1,1,2,0,1,0,1,3,1,1,1,0,0,1,0,0,1,0,3,4,4,3
"433",0,0,0,0,1,1,3,1,0,1,1,1,2,0,0,0,1,4,0,1,0,0,1,1,0,0,1,1,4,2,3,3
"434",0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,1,1,3,4,3,2
"435",0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,4,2,4,3
"436",1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,0,1,2,2,3,3
"437",2,0,0,0,2,2,2,0,1,0,1,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,1,1,3,4,3,2
"438",1,1,0,3,2,3,3,2,1,1,1,1,0,2,1,1,1,2,1,0,0,0,1,1,1,0,0,0,3,2,1,4
"439",2,0,0,0,1,3,1,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,1,1,0,0,0,2,2,0,4
"440",0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,0,1,0,4,2,3,2
"441",2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,3
"442",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"443",1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,2,3,2,3
"444",0,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,1,1,3,2,3,2
"445",1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3,4,3,2
"446",0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,1,1,3,4,3,2
"447",0,1,1,2,1,1,1,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,2
"448",0,0,1,0,0,0,0,2,0,0,1,0,1,1,1,1,0,2,1,0,1,0,0,1,0,0,1,1,3,2,2,3
"449",0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,0,1,4,1,0,0,0,0,1,0,1,0,1,3,3,3,3
"450",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"451",2,0,0,1,3,2,2,1,0,1,0,1,1,1,1,1,1,2,1,1,0,0,0,1,0,0,1,0,4,2,4,2
"452",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"453",2,0,0,0,2,2,2,0,1,0,1,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,1,1,3,4,3,2
"454",1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,2,4,3,4
"455",0,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,1,2,0,0,0,1,1,1,0,0,1,0,3,4,2,2
"456",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,1,0,3,1,4,3
"457",0,0,0,0,1,1,1,2,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,3,2,2,4
"458",1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"459",1,1,0,1,3,4,1,0,0,0,1,1,0,2,1,1,1,3,1,0,1,0,0,1,0,0,1,1,4,3,4,3
"460",1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4,4,4,1
"461",0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1
"462",0,0,0,0,0,1,1,1,0,0,0,1,1,2,2,0,1,2,0,1,0,0,0,0,0,0,0,0,2,3,1,3
"463",0,1,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,2,1,0,0,0,0,1,0,0,1,0,3,4,4,2
"464",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"465",1,1,1,0,1,1,4,2,0,1,1,1,2,1,2,1,1,3,1,0,0,0,0,1,0,1,1,0,3,3,4,1
"466",1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4
"467",1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,0,1,4,2,1,4
"468",2,0,1,3,3,3,3,2,0,0,1,1,0,2,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,1,1,4
"469",0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1
"470",3,0,1,1,3,2,2,2,1,1,1,1,2,0,2,0,1,3,0,0,1,1,1,1,1,0,0,0,4,3,2,3
"471",0,1,0,0,1,1,1,0,1,0,1,1,1,0,2,0,1,2,1,0,1,0,0,1,0,0,1,1,4,4,2,4
"472",1,1,0,1,3,4,1,0,0,0,1,1,0,2,1,1,1,3,1,0,1,0,0,1,0,0,1,1,4,3,4,3
"473",2,0,1,1,3,2,1,0,1,0,0,1,1,2,2,0,1,2,0,0,0,0,1,0,0,0,0,0,2,3,2,4
"474",2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3
"475",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"476",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4
"477",1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,4
"478",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,0,0,3,1,4,3
"479",0,0,0,0,2,1,4,0,1,1,1,1,2,1,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,4,3
"480",1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,3,4,3,2
"481",1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,4,2,3,1
"482",0,0,0,0,0,1,0,1,0,0,1,1,1,0,2,0,1,3,0,0,0,1,0,1,0,0,1,0,4,3,3,1
"483",1,0,1,0,2,2,2,0,0,0,1,1,1,1,1,1,1,2,1,0,1,0,1,1,1,0,0,1,3,1,4,3
"484",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,3,0,0,1,0,1,1,0,0,1,0,4,2,3,4
"485",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"486",2,0,1,3,3,3,3,2,0,0,1,1,0,2,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,1,1,4
"487",1,1,0,0,2,4,0,0,0,0,1,1,2,1,1,1,1,2,1,0,0,0,0,1,0,0,1,0,3,4,3,3
"488",0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2,2,3,3
"489",2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3
"490",1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,3,1,3,3
"491",0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,1,1,3,3,2,3
"492",0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,1,1,3,3,2,3
"493",1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,3,2,3,2
"494",0,1,0,1,0,1,0,0,1,0,0,1,2,1,2,0,1,1,1,0,1,0,0,1,0,0,1,0,3,4,1,2
"495",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,0,0,3,1,4,3
"496",1,0,0,0,1,2,1,2,1,0,1,1,1,0,1,0,1,2,1,0,0,0,0,1,0,0,1,1,3,2,3,4
"497",2,0,0,0,2,2,2,0,1,0,1,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,1,1,3,4,3,2
"498",0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1
"499",0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3
"500",1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,4
"501",1,1,0,0,0,1,0,0,1,1,1,1,0,2,1,0,1,4,1,0,0,0,0,1,0,0,1,0,4,1,0,4
"502",1,1,1,0,1,1,2,0,0,1,1,1,1,1,2,1,0,3,0,0,1,0,1,1,0,0,0,0,4,2,3,4
"503",2,0,0,0,1,2,1,0,1,0,1,1,1,2,1,0,1,2,0,0,0,0,0,1,0,0,1,1,4,2,3,4
"504",0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1
"505",0,0,0,0,1,1,4,1,0,1,1,1,2,0,1,0,1,3,1,1,1,0,0,1,0,0,1,0,3,4,4,3
"506",2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4
"507",3,0,1,1,3,2,2,2,1,1,1,1,2,0,2,0,1,3,0,0,1,1,1,1,1,0,0,0,4,3,2,3
"508",0,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,1,1,3,2,3,2
"509",1,1,1,1,1,2,1,0,1,0,1,1,2,2,2,0,1,2,0,0,0,0,0,1,1,0,1,0,3,4,0,3
"510",0,1,1,0,1,1,2,2,0,1,1,0,1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,0,3,2,2,3
"511",1,1,1,0,1,1,2,0,0,1,1,1,1,1,2,1,0,3,0,0,1,0,1,1,0,0,0,0,4,2,3,4
"512",1,0,0,1,1,1,1,0,1,1,0,1,2,0,2,0,1,2,1,0,0,0,1,1,0,1,1,1,4,3,2,3
"513",0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,0,0,1,0,4,0,3,1
"514",1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4
"515",2,0,0,0,2,2,2,0,1,0,1,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,1,1,3,4,3,2
"516",2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,3
"517",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"518",2,0,1,3,3,3,3,2,0,0,1,1,0,2,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,1,1,4
"519",0,0,0,0,2,2,1,0,1,0,0,1,1,2,2,0,1,4,0,0,0,1,1,1,0,0,1,0,4,2,3,3
"520",1,1,0,3,2,3,3,2,1,1,1,1,0,2,1,1,1,2,1,0,0,0,1,1,1,0,0,0,3,2,1,4
"521",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"522",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,0,0,3,1,4,3
"523",0,1,1,0,1,0,2,0,0,1,1,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,4,2
"524",0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,2,3,4
"525",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1,4,4,4,3
"526",0,0,1,0,0,0,1,0,0,0,1,1,1,1,2,1,0,2,1,1,1,0,0,1,0,1,1,1,4,2,4,2
"527",0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1
"528",0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1,4,4,4,3
"529",2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3
"530",2,0,1,3,2,2,1,1,0,0,0,1,2,2,2,0,1,2,1,0,0,0,0,1,1,1,1,1,3,1,3,1
"531",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"532",0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,2,2,2
"533",2,0,0,3,2,4,1,0,0,0,0,1,1,0,1,0,1,4,0,0,0,0,0,1,0,0,1,0,3,2,2,4
"534",2,0,1,1,3,2,1,0,1,0,0,1,1,2,2,0,1,2,0,0,0,0,1,0,0,0,0,0,2,3,2,4
"535",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"536",1,0,0,0,1,2,1,1,0,0,1,0,2,0,2,0,1,2,0,0,0,0,0,1,0,1,1,1,4,4,3,4
"537",1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,2,0,3
"538",0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,1,1,3,4,3,2
"539",0,1,0,1,1,1,3,1,0,1,1,0,1,0,1,1,1,4,0,1,0,1,1,1,0,0,1,0,3,3,2,4
"540",1,0,0,0,1,1,2,0,1,1,0,1,2,2,1,1,1,2,0,0,0,0,0,1,0,0,1,0,3,2,3,4
"541",1,0,0,0,1,1,2,0,1,1,0,1,2,2,1,1,1,2,0,0,0,0,0,1,0,0,0,0,3,2,3,4
"542",3,0,1,1,3,2,2,2,1,1,1,1,2,0,2,0,1,3,0,0,1,1,1,1,1,0,0,0,4,3,2,3
"543",1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,2,4,3,4
"544",1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,0,0,1,2,2,3,3
"545",0,0,0,1,1,0,3,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,1,1,0,0,1,1,3,4,3,2
"546",0,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,2,1,0,0,0,0,1,0,0,1,0,4,2,3,3
"547",0,0,0,0,1,1,1,2,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,3,2,2,4
"548",0,0,0,0,2,2,1,0,1,0,0,1,1,2,2,0,1,4,0,0,0,1,1,1,0,0,1,0,4,2,3,3
"549",0,1,1,1,1,1,1,2,0,0,1,1,0,1,2,0,1,2,1,0,1,1,0,1,0,0,1,1,3,3,2,3
"550",0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1
"551",0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,4,1,1,0,0,0,1,0,0,1,0,4,2,3,2
"552",2,0,1,3,2,2,1,1,0,0,0,1,2,2,2,0,1,2,1,0,0,0,0,1,1,1,1,1,3,1,3,1
"553",1,1,1,1,1,2,2,0,0,0,1,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,1,1,3,1,0,3
"554",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4
"555",1,1,1,2,3,3,1,1,0,0,1,1,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"556",1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,4,3,4,2
"557",2,0,0,2,2,3,1,0,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,3
"558",1,1,0,1,1,2,2,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,2,0,3
"559",1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,3,2,3,2
"560",0,1,1,0,0,1,1,1,0,0,0,1,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,1
"561",1,0,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,0,1,1,1,0,0,0,1,4,2,1,4
"562",2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4
"563",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"564",0,1,0,0,1,1,2,1,1,1,1,0,1,2,2,0,1,3,1,1,0,0,0,1,0,1,1,0,4,3,2,2
"565",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"566",2,0,0,0,2,2,2,0,1,0,1,1,1,0,0,0,1,4,0,0,0,0,0,1,1,0,1,1,3,4,3,2
"567",0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,3,1,1,0,0,0,1,0,0,0,1,1,2,3,2
"568",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"569",0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,2,3,4
"570",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"571",2,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,1,1,4,3,1,4
"572",1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,4
"573",1,0,0,0,1,3,1,0,0,0,0,1,1,1,2,0,1,2,0,0,0,0,0,1,0,0,1,0,4,3,3,4
"574",3,0,1,1,3,2,2,2,1,1,1,1,2,0,2,0,1,3,0,0,1,1,1,1,1,0,0,0,4,3,2,3
"575",1,0,0,1,1,2,1,1,1,0,1,1,2,2,2,0,1,2,1,0,0,0,0,1,0,0,1,0,3,2,0,3
"576",1,1,0,0,0,1,0,0,1,1,1,1,0,2,1,0,1,4,1,0,0,0,0,1,0,0,1,0,4,1,0,4
"577",2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4
"578",2,0,1,0,3,4,0,0,1,0,1,1,2,2,2,1,1,2,1,0,0,1,0,1,1,0,0,0,3,4,3,3
"579",1,0,0,2,2,3,1,1,0,0,1,1,2,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1
"580",1,1,1,0,2,2,1,0,1,0,0,1,1,2,2,0,1,2,1,0,0,0,0,1,0,0,0,0,3,4,4,2
"581",3,0,0,0,2,2,2,0,1,0,0,1,2,1,1,1,1,2,0,0,1,0,0,1,1,0,1,0,4,1,0,2
"582",0,1,1,0,2,1,2,0,0,1,1,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,3,3,1
"583",1,1,0,0,1,1,2,0,1,1,0,0,2,0,2,0,1,4,0,0,0,0,1,1,0,0,0,0,2,1,3,4
"584",0,0,0,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,1,1,3,2,3,2
"585",2,1,0,2,3,2,2,0,1,0,1,1,2,1,2,0,1,4,1,0,0,0,1,1,1,1,1,1,4,4,3,4
"586",1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"587",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,1,0,3,1,4,3
"588",2,1,1,1,2,2,0,1,0,0,0,1,2,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,2,2,1,3
"589",1,1,1,0,2,2,1,0,1,0,0,1,1,2,2,0,1,2,1,0,0,0,0,1,0,0,0,0,3,4,4,2
"590",1,1,1,0,1,2,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"591",0,0,0,1,0,1,1,2,1,0,1,1,0,1,0,0,1,2,1,0,1,1,0,1,0,0,1,1,3,3,2,3
"592",1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,3,2,3,2
"593",1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,2,4,3,4
"594",1,1,1,0,2,1,1,0,1,0,0,1,1,1,2,1,1,2,0,0,1,0,0,1,1,0,0,1,3,2,4,4
"595",2,0,0,3,2,4,1,0,0,0,0,1,1,0,1,0,1,4,0,0,0,0,0,1,0,0,1,0,3,2,2,4
"596",1,0,1,0,2,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,3,1,3,3
"597",2,1,1,1,3,2,0,0,0,0,1,1,0,2,0,1,1,2,1,0,0,0,0,1,1,0,0,1,3,3,2,3
"598",1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,4
"599",1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,3,2,3,4
"600",0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,1,4,1,3,1
"601",0,1,0,0,1,1,1,0,1,0,0,1,1,0,2,1,0,2,1,0,0,0,0,1,0,0,1,0,3,4,4,2
"602",2,0,1,1,3,4,1,0,0,1,1,1,0,1,2,1,1,3,1,0,1,0,0,1,1,0,0,1,4,2,2,3
"603",1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,4,4,4,1
"604",2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,4
"605",1,0,0,3,1,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,3,3,2
"606",1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,2,3,2,3
"607",1,1,1,0,1,3,1,2,0,0,1,1,1,1,0,1,1,2,1,0,0,0,0,1,1,0,1,1,4,3,3,2
"608",0,1,1,0,1,0,2,0,0,1,1,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,4,2
"609",1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,1,2,1,0,0,0,1,1,1,0,0,1,2,4,3,4
"610",1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,0,0,3,1,4,3
"611",0,1,1,0,1,0,2,0,0,1,1,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,4,2
